Company,Tanggal,Saham
POLL,2018-07-11,8318823600.0
POLU,2019-06-26,750000000.0
POLY,1998-01-05,47538158750.0
POLY,1996-10-03,44064238750.0
POLY,1995-04-18,920000000.0
POLY,1995-04-04,368000000.0
POLY,1992-01-03,92000000.0
POLY,1991-03-12,12000000.0
POOL,2020-03-13,2341366264.0
PORT,2017-03-16,2813941985.0
POSA,2021-05-11,8388870206.0
POWR,2016-06-14,16087156000.0
PPGL,2022-07-22,771178020.0
PPRO,2015-05-19,14044406000.0
PRAS,2005-09-20,588000000.0
PRAS,2003-04-16,117600000.0
PRAS,1997-06-10,44000000.0
PRAS,1997-06-10,76000000.0
PRAS,1997-06-09,40000000.0
PRAS,1994-06-10,20000000.0
PRAS,1994-03-23,6000000.0
PRAS,1990-10-04,3000000.0
PRAS,1990-07-12,2000000.0
PRDA,2016-12-07,937500000.0
PRIM,2021-05-24,3393434905.0
PSAB,2016-06-17,24460000000.0
PSDN,2005-02-02,1440000000.0
PSDN,1997-08-05,360000000.0
PSDN,1997-08-04,240000000.0
PSDN,1994-10-18,30000000.0
PSDN,1994-10-18,120000000.0
PSGO,2019-11-25,18850000000.0
PSKT,2014-12-29,1353041500.0
PSSI,2019-10-11,5417063153.0
PTBA,2017-12-14,11520659245.0
PTDU,2020-12-08,1500000000.0
PTIS,2011-07-12,550165300.0
PTPP,2016-12-27,6199897354.0
PTPP,2010-02-09,4842436500.0
PTPW,2020-02-07,878187500.0
PTRO,2000-12-12,102600000.0
PTRO,1998-05-27,68400000.0
PTRO,1998-05-04,36000000.0
PTRO,1994-11-28,18000000.0
PTRO,1994-06-14,9000000.0
PTRO,1990-05-21,4500000.0
PTSN,2019-07-04,5314344000.0
PTSP,2001-02-05,220808000.0
PTSP,1995-09-29,124000000.0
PTSP,1995-09-11,62000000.0
PTSP,1994-05-30,9000000.0
PTSP,1994-05-30,31000000.0
PUDP,1996-09-16,200000000.0
PUDP,1996-09-16,280000000.0
PUDP,1994-11-18,26000000.0
PUDP,1994-11-18,100000000.0
PURA,2023-01-30,6301930902.0
PURE,2021-04-13,1375181505.0
PURI,2020-09-08,1000000000.0
PWON,2006-08-08,1543577000.0
PWON,2006-03-27,667000000.0
PWON,2006-03-21,442705000.0
PWON,1996-01-29,420000000.0
PWON,1994-12-18,210000000.0
PWON,1992-12-24,105000000.0
PWON,1991-10-01,70000000.0
PWON,1989-10-09,3000000.0
PWON,1989-10-09,20000000.0
PZZA,2018-05-23,3021875000.0
RAJA,2018-09-20,4227082500.0
RALS,2006-10-06,7064000000.0
RALS,2005-07-25,7032000000.0
RALS,2004-10-22,7000000000.0
RALS,2001-02-15,1400000000.0
RALS,1998-05-26,700000000.0
RALS,1996-07-24,350000000.0
RALS,1996-07-24,270000000.0
RANC,2012-06-07,1564487500.0
RBMS,2018-10-25,2656212826.0
RDTX,1997-04-29,268800000.0
RDTX,1994-01-04,136000000.0
RDTX,1991-12-20,94000000.0
RDTX,1990-05-14,85000000.0
RDTX,1990-03-10,84000000.0
REAL,2020-12-16,6633610151.0
RELI,2015-05-21,1800000000.0
RICY,2004-07-28,641717510.0
RICY,1999-06-24,288000000.0
RICY,1998-01-21,100000000.0
RICY,1998-01-21,160000000.0
RIGS,2004-08-18,609130000.0
RIGS,1992-11-29,60913000.0
RIGS,1990-03-05,15000000.0
RIGS,1990-03-05,30456500.0
RISE,2021-10-29,10945000000.0
RMBA,2016-06-28,36401136250.0
RMBA,2002-01-24,6733125000.0
RMBA,2001-01-31,5386500000.0
RMBA,2000-04-25,1795500000.0
RMBA,2000-03-07,179550000.0
RMBA,2000-02-14,66500000.0
RMBA,1997-08-18,13300000.0
RMBA,1994-05-20,6650000.0
RMBA,1993-12-29,3800000.0
RMBA,1990-03-05,1200000.0
ROCK,2020-09-10,1435185100.0
RODA,2008-02-01,13474800000.0
RODA,2001-10-22,150000000.0
RODA,2001-10-22,591000000.0
RONY,2020-04-09,1250000000.0
ROTI,2017-10-24,6186488888.0
RUIS,2006-07-12,770000000.0
SAFE,2016-04-19,615145012.0
SAFE,2005-05-31,391799407.0
SAFE,2002-03-20,316799407.0
SAFE,1997-08-18,213839600.0
SAFE,1996-08-26,199420000.0
SAFE,1996-08-26,208624000.0
SAFE,1996-03-11,184080000.0
SAFE,1995-09-05,177000000.0
SAFE,1995-08-18,118000000.0
SAFE,1994-08-15,11650000.0
SAME,2022-11-14,17129632545.0
SAMF,2020-03-31,5125000000.0
SAPX,2018-10-03,833333300.0
SATU,2020-12-30,1375000000.0
SBAT,2022-11-15,4752982378.0
SCCO,1997-08-25,200583400.0
SCCO,1995-11-24,63527800.0
SCCO,1992-09-22,40685200.0
SCCO,1992-09-01,31000000.0
SCCO,1991-08-31,25000000.0
SCCO,1989-05-31,25000000.0
SCCO,1989-05-24,19200000.0
SCCO,1989-01-20,16000000.0
SCCO,1982-07-20,4800000.0
SCMA,2021-10-29,73895456505.0
SCNP,2020-09-07,2500000000.0
SCPI,2001-01-05,3600000.0
SCPI,1990-06-08,892800.0
SDMU,2013-07-24,1125875000.0
SDPC,2017-12-19,1274000000.0
SDRA,2021-10-05,8502425101.0
SDRA,2021-10-05,8482552020.0
SFAN,2020-06-24,1359934021.0
SGER,2023-08-04,4107613345.0
SHID,1999-06-04,652800000.0
SHID,1997-11-13,326400000.0
SHID,1997-10-17,242512000.0
SHID,1993-08-23,24570000.0
SHID,1993-08-23,24912000.0
SHID,1992-11-25,15570000.0
SHID,1990-05-09,15000000.0
SHID,1990-05-08,11000000.0
SHIP,2018-06-08,2719790000.0
SIDO,2020-09-14,30000000000.0
SILO,2022-04-08,13006125000.0
SIMP,2011-06-09,15816310000.0
SINI,2022-11-09,481000000.0
SIPD,2023-07-28,1839102056.0
SKBM,2014-04-16,922186394.0
SKRN,2023-01-06,7500000000.0
SLIS,2023-08-04,2463335050.0
SMAR,2005-06-29,2872193366.0
SMAR,2005-06-20,1486800000.0
SMAR,2001-02-14,297360000.0
SMAR,1997-08-01,252000000.0
SMAR,1994-06-27,210000000.0
SMAR,1992-11-20,30000000.0
SMAR,1992-11-20,150000000.0
SMBR,2018-06-28,9932534336.0
SMCB,2021-07-29,9019381973.0
SMDM,2014-02-05,4772138237.0
SMDR,2023-01-31,16375600000.0
SMGR,2022-12-28,6751540089.0
SMKL,2022-07-13,3418085290.0
SMMA,2016-08-19,6367664717.0
SMMA,2008-02-18,4822055533.0
SMMA,2008-01-03,4822055415.0
SMMA,2008-01-02,4821895751.0
SMMA,2007-12-28,4682292819.0
SMMT,2014-07-24,3150000000.0
SMRA,2013-07-15,14426781680.0
SMRU,2015-06-11,12498285378.0
SMSM,2016-11-02,5758675440.0
SMSM,2007-01-02,1439668860.0
SMSM,2003-07-08,1298668800.0
SMSM,1999-10-12,259733760.0
SMSM,1998-01-06,196768000.0
SMSM,1996-09-09,34400000.0
SMSM,1996-09-09,114400000.0
SNLK,2021-03-29,450000000.0
SOCI,2014-12-03,7059000000.0
SOFA,2021-07-19,1653574499.0
SOHO,2020-09-08,1269168239.0
SONA,2000-04-07,331200000.0
SONA,1995-06-08,165600000.0
SONA,1995-03-28,55200000.0
SONA,1994-07-08,27600000.0
SONA,1993-09-06,23000000.0
SONA,1993-07-29,11530500.0
SONA,1993-07-23,11500500.0
SONA,1992-07-21,11500000.0
SONA,1992-07-21,1500000.0
SOSS,2023-09-01,766410816.0
SOTS,2021-07-13,1000000075.0
SPMA,2022-07-08,3154092216.0
SPTO,2018-05-14,2700000000.0
SQMI,2019-02-13,15537591429.0
SRAJ,2013-09-27,8030483593.0
SRIL,2017-12-06,20452176844.0
SRSN,2005-10-06,824740000.0
SRSN,2005-10-06,6020000000.0
SRSN,2001-08-06,2200000000.0
SRSN,2000-10-30,220000000.0
SRSN,2000-10-11,110000000.0
SRSN,1994-08-31,28900000.0
SRSN,1993-01-11,5000000.0
SRSN,1993-01-11,17000000.0
SRTG,2021-05-18,13564835000.0
SSIA,2005-12-02,948639000.0
SSIA,1997-03-27,675000000.0
SSIA,1997-03-27,739611500.0
SSIA,1997-03-27,135000000.0
SSMS,2013-12-12,9525000000.0
SSTM,1999-09-27,836707000.0
SSTM,1997-10-24,418353500.0
SSTM,1997-08-20,80000000.0
SSTM,1997-08-20,350306000.0
STAR,2011-07-13,4800000000.0
STTP,2001-12-20,1310000000.0
STTP,2001-07-19,262000000.0
STTP,2000-12-05,247000000.0
STTP,1996-12-16,27000000.0
STTP,1996-12-16,95000000.0
SULI,2022-10-26,4076916802.0
SUPR,2015-01-13,794536033.0
SURE,2018-10-05,1497576771.0
SWAT,2018-06-08,3019200000.0
TALF,2014-01-17,1353435000.0
TAMA,2023-06-19,1200000696.0
TAMU,2019-06-25,37500000000.0
TAPG,2021-04-12,19852540000.0
TARA,2014-07-11,10010000000.0
TAXI,2019-05-23,6145600000.0
TBIG,2019-11-14,22656999445.0
TBLA,2023-04-18,5711988394.0
TBMS,2016-07-12,367340000.0
TBMS,2001-04-17,18367000.0
TBMS,1993-09-30,3367000.0
TCID,2023-06-06,402133334.0
TCPI,2018-07-06,5000000000.0
TEBE,2019-11-18,1285000000.0
TECH,2020-06-04,1256300000.0
TFAS,2019-09-17,1666666500.0
TFCO,2007-11-21,1201950000.0
TFCO,2001-05-03,930000000.0
TFCO,2000-09-27,193200000.0
TFCO,1997-07-28,12880000.0
TFCO,1993-08-03,2975000.0
TFCO,1990-11-24,2035000.0
TFCO,1980-02-26,1100000.0
TGKA,2006-07-10,918492750.0
TGKA,2005-08-30,874755000.0
TGKA,1996-06-18,87475500.0
TGKA,1996-06-13,48597500.0
TGKA,1991-08-14,40500000.0
TGKA,1991-06-17,13500000.0
TGKA,1991-04-22,6500000.0
TGKA,1990-06-19,4920000.0
TGKA,1990-06-11,2500000.0
TGRA,2017-05-16,2750000000.0
TIFA,2021-09-17,3549906716.0
TINS,2014-05-07,7447753454.0
TIRA,2016-01-27,588000000.0
TIRA,2004-07-19,58800000.0
TIRA,1994-08-25,56000000.0
TIRA,1993-07-27,2000000.0
TIRA,1993-07-27,10000000.0
TIRA,1993-07-27,14000000.0
TIRT,2004-08-05,1011774750.0
TIRT,2004-07-28,917000000.0
TIRT,2003-03-14,780000000.0
TIRT,2000-05-15,624000000.0
TIRT,1999-12-13,50000000.0
TIRT,1999-12-13,156000000.0
TKIM,2015-02-11,2671404513.0
TLKM,2013-08-28,100799996399.0
TMAS,2023-05-23,57051500000.0
TMPO,2018-01-29,1058333250.0
TNCA,2018-06-28,421640000.0
TOBA,1911-01-01,0.0
TOPS,2018-07-09,33330000000.0
TOTL,2006-07-25,2750000000.0
TOTO,2015-07-08,1032000000.0
TOWR,2013-07-22,10202925000.0
TOYS,2022-08-03,1435000712.0
TPIA,2022-08-23,86511545092.0
TRAM,2020-12-16,49643627934.0
TRIM,2006-05-11,3655000000.0
TRIM,2006-04-27,3652500000.0
TRIM,2005-07-29,3651260000.0
TRIM,2003-10-20,3650000000.0
TRIM,2000-06-06,3400000000.0
TRIM,2000-04-03,2000000000.0
TRIM,2000-01-31,50000000.0
TRIM,2000-01-31,200000000.0
TRIN,2023-08-16,4551457155.0
TRIS,2022-11-29,3141443831.0
TRJA,2020-08-27,1510200000.0
TRST,2003-12-03,2160648000.0
TRST,2000-10-09,2160000000.0
TRST,2000-08-29,432000000.0
TRST,1996-12-18,288000000.0
TRST,1996-11-25,192000000.0
TRST,1994-01-17,96000000.0
TRST,1993-07-12,48000000.0
TRST,1993-02-11,9000000.0
TRST,1993-02-11,9390000.0
TRST,1990-07-02,3000000.0
TRUK,2018-05-23,435000000.0
TRUS,2015-07-27,800000000.0
TSPC,1911-01-01,0.0
TUGU,2023-05-24,3555575600.0
UANG,2020-07-06,1210000000.0
UCID,2019-12-20,4156572300.0
UFOE,2021-02-01,2287500000.0
ULTJ,2017-08-10,11553528000.0
UNIC,2000-11-14,383331363.0
UNIC,1999-07-16,348481474.0
UNIC,1997-10-06,290400056.0
UNIC,1995-06-13,145200028.0
UNIC,1994-09-13,132000000.0
UNIC,1991-12-03,66000000.0
UNIC,1990-10-03,65400000.0
UNIC,1990-04-06,60000000.0
UNIC,1989-11-06,9000000.0
UNIQ,2021-03-08,3138983000.0
UNSP,2018-07-09,2500162344.0
UNTR,2005-07-14,2851609100.0
UNTR,2004-06-30,2807153600.0
UNTR,2000-09-05,1545600000.0
UNTR,2000-06-26,386400000.0
UNTR,1994-04-04,34500000.0
UNTR,1994-04-04,138000000.0
UNTR,1992-03-25,34500000.0
UNTR,1991-05-27,22636000.0
UNTR,1991-02-20,11136000.0
UNTR,1989-12-26,5136000.0
UNVR,2020-01-02,38150000000.0
URBN,2021-12-14,3232122640.0
VICI,2020-12-17,6708000000.0
VICO,2022-12-15,15217075658.0
VINS,2015-09-28,1450490500.0
VIVA,2011-11-21,15464280000.0
VOKS,2017-07-03,4155602595.0
VRNA,2019-01-25,5687353997.0
WAPO,2001-06-22,520000000.0
WEGE,2017-11-30,9572000000.0
WEHA,2022-08-25,1460554819.0
WICO,2023-07-31,2393710348.0
WIFI,2023-06-21,2255321388.0
WIIM,2012-12-18,2099873760.0
WIKA,2016-11-29,8969951372.0
WIKA,2007-10-29,5846154000.0
WINS,2023-05-25,4359412057.0
WMUU,2021-02-02,12941176500.0
WOMF,2015-03-10,3481481480.0
WOOD,1911-01-01,0.0
WOWS,2019-11-08,2475720000.0
WSBP,2023-08-07,54555721325.0
WSKT,2015-05-21,9913975360.0
WTON,2014-04-08,8715466600.0
YELO,2021-11-25,1912774405.0
YPAS,2008-03-05,668000000.0
YULE,2018-01-05,1785000000.0
ZBRA,2014-11-14,856133009.0
ZINC,2019-04-04,25250000000.0
ZONE,2019-11-29,870171478.0
ZYRX,2023-04-03,1333334556.0
ADCP,2022-02-23,22222222200.0
ADMR,2022-01-03,40882331500.0
ARCI,2021-06-28,24835000000.0
ARKO,2022-07-08,2928495000.0
AVIA,2021-12-08,61953555600.0
BAUT,2023-09-01,4800068293.0
BIKE,2023-08-30,1293365769.0
BINO,2023-08-24,2175017055.0
BMHS,2021-07-06,8603416176.0
BOBA,2021-11-01,1155750000.0
BSML,2021-12-16,1850225000.0
BUKA,2023-04-17,103080325417.0
CMNT,2021-09-08,17125504000.0
CMRY,2021-12-06,7934683000.0
CPRO,2018-06-22,59572382787.0
DEPO,2021-11-24,6790000000.0
DRMA,2021-12-20,4705882300.0
ENAK,2022-02-08,2166666800.0
FLMC,2021-07-08,781250000.0
GOTO,2022-04-11,1184363929502.0
GPSO,2022-09-08,666741103.0
GTSI,2021-09-08,15819142767.0
HAIS,2021-09-01,2626250000.0
HOPE,2022-08-30,2130360201.0
IDEA,2021-09-09,1062437500.0
IPAC,2021-06-30,949868500.0
IPPE,2021-12-09,4600000000.0
JKSW,1997-08-06,150000000.0
JKSW,1997-08-06,50000000.0
KUAS,2022-10-28,1292808150.0
LUCY,2023-09-01,1074688038.0
MASB,2023-01-02,1387737233.0
MCOL,2021-09-07,3555560000.0
MTEL,1911-01-01,0.0
MTMH,2022-04-20,2068526950.0
NPGF,2021-04-14,3240235840.0
NTBK,2023-02-27,2700064877.0
OBMD,2022-12-14,805992931.0
OILS,2022-09-12,454056563.0
OLIV,2023-05-25,1900073314.0
RMKE,2021-12-07,4375000000.0
RSGK,2021-09-08,929675000.0
RUNS,2021-09-08,983557875.0
SBMA,2022-09-12,929926282.0
SEMA,2023-01-12,1347258842.0
SICO,2023-09-01,910045061.0
STAA,2022-03-10,10903372600.0
TAYS,2021-12-06,1098920000.0
TELE,2023-02-10,7310929389.0
TRUE,2023-08-16,7570891905.0
UVCR,2023-07-31,2000144838.0
WGSH,2021-12-06,1042500000.0
WINR,2023-09-01,5235255325.0
WMPP,2021-12-06,29419000000.0
AMMS,2023-09-01,1200039790.0
ASHA,2022-05-27,5000000000.0
ASLC,2022-01-25,12746354780.0
AWAN,2023-04-18,3435000000.0
AXIO,2022-07-20,5840126500.0
BDKR,2023-03-03,4707100000.0
BEER,2023-01-06,4000000000.0
BELI,2022-12-27,118493291840.0
BMBL,2023-09-01,1030074010.0
BSBK,2023-09-01,25091795792.0
BUAH,2022-08-09,1000000000.0
CBPE,2023-01-06,1356250000.0
CBRE,2023-09-01,4538017029.0
CBUT,2022-11-08,3125000000.0
CHEM,2023-07-07,1700014594.0
CHIP,2023-02-08,806000000.0
COAL,2022-09-07,6250000000.0
CRAB,2022-08-10,1950000000.0
DEWI,2022-07-18,2000000000.0
ELIT,2023-09-01,2031490299.0
ELPI,2022-08-08,7412000000.0
EURO,2023-03-14,2548826428.0
FIMP,2023-03-15,400000975.0
GTRA,2023-03-30,1894375000.0
GULA,2022-08-03,1070362500.0
HAJJ,2023-04-05,2290500000.0
HATM,2022-07-26,7000000000.0
IBOS,2023-09-01,8038564683.0
IRSX,2023-09-01,5000334062.0
ISAP,2023-09-01,4020039963.0
JARR,2022-08-04,8000000000.0
KDTN,2023-09-01,1250013122.0
KETR,2022-11-10,2841262838.0
KING,2023-08-31,2600001258.0
KKES,2022-08-08,1500000000.0
KLIN,2023-08-11,1307530330.0
KRYA,2023-07-31,1663943474.0
LABA,2023-08-14,1011320535.0
LAJU,2023-09-01,2149915035.0
MEDS,2022-08-10,1562500000.0
MKTR,2023-09-01,12000116301.0
MMIX,2023-09-01,2400084107.0
MORA,2022-08-08,23646668691.0
MPXL,2023-05-09,2000000000.0
NANO,2023-09-01,4285196441.0
NASI,2021-12-13,807400000.0
NAYZ,2023-08-23,2550001100.0
NETV,2022-01-26,23453177240.0
NINE,2022-12-05,2157000000.0
NSSS,2023-03-10,23788235300.0
OMED,2022-11-08,27058850000.0
PACK,2023-09-01,1537547511.0
PADA,2022-12-08,3150000000.0
PDPP,2022-11-09,2500000000.0
PEVE,2023-01-24,1765625000.0
PGEO,2023-02-24,41396142000.0
PRAY,2022-11-08,13959422300.0
RAFI,2023-08-09,3128140475.0
RCCC,2022-08-02,750000000.0
SAGE,2023-03-08,8033250000.0
SOUL,2023-09-01,1082517351.0
SUNI,2023-01-09,2500000000.0
SWID,2023-07-12,5385004601.0
TLDN,2022-04-12,12946530200.0
TOOL,2023-09-01,2050011340.0
TRGU,2022-07-08,7945412700.0
VAST,2023-09-01,3055702841.0
VTNY,2022-12-15,6265193445.0
WINE,2023-01-10,2710000000.0
WIRG,2023-09-01,11930542776.0
ZATA,2022-11-10,8496000000.0
